ID,X,Y,Location,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,Vegetation,Hab_W1,Adj_H2,Vegetati_1,Hab_W2,Adj_H3,Vegetati_2,Hab_W3,Adj_H4,Vegetati_3,Hab_W4,IT_Width,Slope,0yster_Pre,Seagrass_P,geometry
8176,-80.720017,28.452772,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.720017 28.452772)
8177,-80.723537,28.453008,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.723537 28.453008)
8178,-80.720198,28.451692,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,111,2,Vegetation,112,1,Mudflat,0,0,Water,,0,4,0.1,No,,POINT (-80.720198 28.451692)
8179,-80.720473,28.449733,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.720473 28.449733)
8180,-80.722218,28.447699,Merritt Island,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,1,Vegetation,112,1,Water,0,0,,,,2,0.1,No,,POINT (-80.722218 28.447699)
8181,-80.722773,28.447933,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,111,2,Vegetation,112,2,Water,0,0,,,,3,0.1,No,,POINT (-80.722773 28.447933)
8182,-80.722436,28.446819,Merritt Island,Transect,No Structure,,Park,2,Private,Vegetation,"111, 133",2,Vegetation,112,2,Water,0,0,,,,3,0.2,No,,POINT (-80.722436 28.446819)
8183,-80.722844,28.445097,Merritt Island,Transect,No Structure,,Park,2,Private,Vegetation,"111, 133",2,Vegetation,112,2,Water,0,0,,,,3,0.2,No,,POINT (-80.722844 28.445097)
8184,-80.722943,28.444193,Merritt Island,Transect,No Structure,,Park,2,Private,Vegetation,"111, 133",2,Vegetation,112,2,Water,0,0,,,,3,0.2,No,,POINT (-80.722943 28.444193)
8185,-80.722949,28.443689,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.5,No,,POINT (-80.722949 28.443689)
8186,-80.723173,28.44198,Merritt Island,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.723173 28.44198)
8187,-80.654788,28.233715,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,103,1,Vegetation,111,2,"Sand, Vegetation",111,2,Water,,0,5,0.3,No,,POINT (-80.654788 28.233715)
8188,-80.654369,28.232874,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"101, 111",1,"Sand, Vegetation",0,3,Sand,0,1,Water,,0,5,0.3,No,,POINT (-80.654369 28.232874)
8189,-80.654186,28.232485,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",113,1,"Sand, Rock",0,4,Water,0,0,,,,5,0.35,Yes,,POINT (-80.654186 28.232485)
8190,-80.654038,28.232229,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",113,1,"Sand, Rock",0,4,Water,0,0,,,,5,0.35,Yes,,POINT (-80.654038 28.232229)
8191,-80.653726,28.231766,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,99,1,"Sand, Rock",0,4,Water,0,0,,,,5,0.2,No,,POINT (-80.653726 28.231766)
8192,-80.653418,28.23109,Merritt Island,Transect,Hard Slope,Rubble,Residential,1,Private,"Sand, Vegetation","101, 108",1,"Sand, Rock",0,4,Water,0,0,,,,5,0.45,Yes,,POINT (-80.653418 28.23109)
8193,-80.653257,28.230811,Merritt Island,Transect,Hard Slope,Rubble,Residential,1,Private,"Sand, Vegetation","101, 108",1,"Sand, Rock",0,4,Water,0,0,,,,5,0.45,Yes,,POINT (-80.653257 28.230811)
8194,-80.653114,28.230513,Merritt Island,Transect,Hard Slope,Rubble,Residential,1,Private,"Sand, Vegetation","101, 108",1,"Sand, Rock",0,4,Water,0,0,,,,5,0.45,Yes,,POINT (-80.653114 28.230513)
8195,-80.652954,28.230257,Merritt Island,Transect,Hard Slope,Rubble,Residential,1,Private,"Sand, Vegetation","101, 108",1,"Sand, Rock",0,4,Water,0,0,,,,5,0.45,Yes,,POINT (-80.652954 28.230257)
8196,-80.652823,28.230014,Merritt Island,Transect,Hard Slope,Rubble,Residential,1,Private,"Sand, Vegetation","101, 108",1,"Sand, Rock",0,4,Water,0,0,,,,5,0.45,Yes,,POINT (-80.652823 28.230014)
8197,-80.652619,28.229521,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,"Rock, Vegetation",99,1,Rock,0,2,"Sand, Rock",0,1,Water,,0,4,0.55,No,,POINT (-80.652619 28.229521)
8198,-80.652473,28.229106,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation",99,1,Rock,0,3,"Sand, Rock",0,1,Water,,0,5,0.1,No,,POINT (-80.652473 28.229106)
8199,-80.652324,28.228868,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation",99,1,Rock,0,3,"Sand, Rock",0,1,Water,,0,5,0.1,No,,POINT (-80.652324 28.228868)
8200,-80.652113,28.228566,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.5,No,,POINT (-80.652113 28.228566)
8201,-80.651855,28.228114,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,101,1,"Sand, Vegetation",0,3,Sand,0,1,Water,,0,5,0.2,No,,POINT (-80.651855 28.228114)
8202,-80.651487,28.227451,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","99, 107",1,"Rock, Vegetation",111,1,Rock,0,2,Water,,0,4,0.25,No,,POINT (-80.651487 28.227451)
8203,-80.651302,28.227201,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","99, 107",1,"Rock, Vegetation",111,1,Rock,0,2,Water,,0,4,0.25,No,,POINT (-80.651302 28.227201)
8204,-80.650773,28.226428,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"101, 99",1,"Rock, Vegetation",0,1,"Sand, Rock",0,2,Water,,0,5,0.25,Yes,,POINT (-80.650773 28.226428)
8205,-80.65028,28.225323,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,"Rock, Vegetation",505,1,Rock,0,2,"Sand, Rock",0,1,Water,,0,4,0.5,Yes,,POINT (-80.65028 28.225323)
8206,-80.650077,28.22491,Merritt Island,Transect,Hard Slope,"Riprap, Rubble",Residential,3,Private,Rock,,1,"Rock, Vegetation",107,1,"Sand, Rock",0,2,Water,,0,4,0.55,Yes,,POINT (-80.650077 28.22491)
8207,-80.649907,28.224564,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"133, 101",1,"Rock, Vegetation",0,3,"Sand, Rock",0,1,Water,,0,5,0.25,No,,POINT (-80.649907 28.224564)
8208,-80.649641,28.223984,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,1,Vegetation,0,2,"Sand, Rock, Vegetation",0,1,Water,,0,4,0.35,No,,POINT (-80.649641 28.223984)
8209,-80.649505,28.22371,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,1,Vegetation,0,2,"Sand, Rock, Vegetation",0,1,Water,,0,4,0.35,No,,POINT (-80.649505 28.22371)
8210,-80.649368,28.223437,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,1,Vegetation,0,2,"Sand, Rock, Vegetation",0,1,Water,,0,4,0.35,No,,POINT (-80.649368 28.223437)
8211,-80.648727,28.222085,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",99,1,"Rock, Vegetation",113,3,"Sand, Rock",0,1,Water,,0,5,0.35,Yes,,POINT (-80.648727 28.222085)
8212,-80.648572,28.221835,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",99,1,"Rock, Vegetation",113,3,"Sand, Rock",0,1,Water,,0,5,0.35,Yes,,POINT (-80.648572 28.221835)
8213,-80.648289,28.221364,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation","112, 113",2,"Sand, Rock",0,2,Water,0,0,,,,4,0.2,Yes,,POINT (-80.648289 28.221364)
8214,-80.648218,28.221091,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation","112, 113",2,"Sand, Rock",0,2,Water,0,0,,,,4,0.2,Yes,,POINT (-80.648218 28.221091)
8215,-80.647976,28.220583,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.55,Yes,,POINT (-80.647976 28.220583)
8216,-80.647655,28.220086,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,1,"Rock, Vegetation",0,3,"Sand, Rock",0,2,Water,,0,6,0.3,No,,POINT (-80.647655 28.220086)
8217,-80.647542,28.219872,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,1,"Rock, Vegetation",0,3,"Sand, Rock",0,2,Water,,0,6,0.3,No,,POINT (-80.647542 28.219872)
8218,-80.647316,28.219706,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,1,"Rock, Vegetation",0,3,"Sand, Rock",0,2,Water,,0,6,0.3,No,,POINT (-80.647316 28.219706)
8219,-80.647096,28.219515,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,1,"Rock, Vegetation",0,3,"Sand, Rock",0,2,Water,,0,6,0.3,No,,POINT (-80.647096 28.219515)
8220,-80.646762,28.219054,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"111, 113",2,"Sand, Vegetation",0,2,Sand,0,1,Water,,0,5,0.25,No,,POINT (-80.646762 28.219054)
8221,-80.64659,28.218834,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"111, 113",2,"Sand, Vegetation",0,2,Sand,0,1,Water,,0,5,0.25,No,,POINT (-80.64659 28.218834)
8222,-80.646228,28.217862,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,1,"Rock, Vegetation",0,2,"Sand, Vegetation",0,1,Water,,0,4,0.45,No,,POINT (-80.646228 28.217862)
8223,-80.646335,28.217624,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,1,"Rock, Vegetation",0,2,"Sand, Vegetation",0,1,Water,,0,4,0.45,No,,POINT (-80.646335 28.217624)
8224,-80.646258,28.217398,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,1,"Rock, Vegetation",0,2,"Sand, Vegetation",0,1,Water,,0,4,0.45,No,,POINT (-80.646258 28.217398)
8225,-80.645996,28.217243,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,1,"Rock, Vegetation",0,2,"Sand, Vegetation",0,1,Water,,0,4,0.45,No,,POINT (-80.645996 28.217243)
8226,-80.645675,28.217124,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,1,"Rock, Vegetation",0,2,"Sand, Vegetation",0,1,Water,,0,4,0.45,No,,POINT (-80.645675 28.217124)
8227,-80.645365,28.216988,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,1,"Rock, Vegetation",0,2,"Sand, Vegetation",0,1,Water,,0,4,0.45,No,,POINT (-80.645365 28.216988)
8228,-80.644772,28.216654,Merritt Island,Transect,No Structure,,Residential,2,Private,"Sand, Vegetation",108,1,"Sand, Vegetation",0,4,Water,0,0,,,,5,0.2,No,,POINT (-80.644772 28.216654)
8229,-80.644213,28.216046,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,Water,0,0,,0,0,,,,3,0.5,Yes,,POINT (-80.644213 28.216046)
8230,-80.644023,28.21585,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,Water,0,0,,0,0,,,,3,0.5,Yes,,POINT (-80.644023 28.21585)
8231,-80.643833,28.2156,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,Water,0,0,,0,0,,,,3,0.5,Yes,,POINT (-80.643833 28.2156)
8232,-80.643564,28.21497,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,0.45,No,,POINT (-80.643564 28.21497)
8233,-80.643474,28.21472,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,0.45,No,,POINT (-80.643474 28.21472)
8234,-80.64335,28.214476,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,0.45,No,,POINT (-80.64335 28.214476)
8235,-80.643219,28.214274,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,0.45,No,,POINT (-80.643219 28.214274)
8236,-80.64312,28.213874,Merritt Island,Transect,No Structure,,Residential,2,Private,"Sand, Vegetation",108,1,Sand,0,3,Water,0,0,,,,4,0.2,No,,POINT (-80.64312 28.213874)
8237,-80.643117,28.21335,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,99,1,Vegetation,0,3,"Sand, Vegetation",112,1,Water,,0,5,0.25,No,,POINT (-80.643117 28.21335)
8238,-80.642992,28.212966,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,1,"Rock, Vegetation",112,1,"Sand, Rock, Vegetation",112,1,Water,,0,3,0.35,Yes,,POINT (-80.642992 28.212966)
8239,-80.642896,28.212692,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,1,"Rock, Vegetation",112,1,"Sand, Rock, Vegetation",112,1,Water,,0,3,0.35,Yes,,POINT (-80.642896 28.212692)
8240,-80.642724,28.21246,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,1,"Rock, Vegetation",112,1,"Sand, Rock, Vegetation",112,1,Water,,0,3,0.35,Yes,,POINT (-80.642724 28.21246)
8241,-80.642504,28.212311,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,1,"Rock, Vegetation",112,1,"Sand, Rock, Vegetation",112,1,Water,,0,3,0.35,Yes,,POINT (-80.642504 28.212311)
8242,-80.642319,28.212115,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,Rock,,1,"Rock, Vegetation",112,1,"Sand, Rock, Vegetation",112,1,Water,,0,3,0.35,Yes,,POINT (-80.642319 28.212115)
8243,-80.642243,28.211544,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Rock,,1,Sand,0,4,Water,0,0,,,,5,0.45,No,,POINT (-80.642243 28.211544)
8244,-80.642062,28.211025,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.6,Yes,,POINT (-80.642062 28.211025)
8245,-80.641795,28.210889,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.6,Yes,,POINT (-80.641795 28.210889)
8246,-80.641527,28.210716,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.6,Yes,,POINT (-80.641527 28.210716)
8247,-80.641262,28.210158,Merritt Island,Transect,No Structure,,Residential,2,Private,"Sand, Vegetation",108,1,Sand,0,4,Water,0,0,,,,5,0.3,No,,POINT (-80.641262 28.210158)
8248,-80.641223,28.209684,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",518,3,"Sand, Rock",0,2,Water,0,0,,,,5,0.45,No,,POINT (-80.641223 28.209684)
8249,-80.640945,28.209483,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,0.5,Yes,,POINT (-80.640945 28.209483)
8250,-80.640639,28.209121,Merritt Island,Transect,No Structure,,Residential,2,Private,"Sand, Vegetation",99,2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.640639 28.209121)
8251,-80.640687,28.208865,Merritt Island,Transect,No Structure,,Residential,2,Private,"Sand, Vegetation",99,2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.640687 28.208865)
8252,-80.640788,28.208585,Merritt Island,Transect,No Structure,,Residential,2,Private,"Sand, Vegetation",99,2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.640788 28.208585)
8253,-80.640901,28.208323,Merritt Island,Transect,No Structure,,Residential,2,Private,"Sand, Vegetation",99,2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.640901 28.208323)
8254,-80.641363,28.207939,Merritt Island,Transect,Hard Slope,"Concrete, Riprap, Blocks",Road,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.85,Yes,,POINT (-80.641363 28.207939)
8255,-80.641672,28.207921,Merritt Island,Transect,Hard Slope,"Concrete, Riprap, Blocks",Road,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.85,Yes,,POINT (-80.641672 28.207921)
8256,-80.64197,28.207838,Merritt Island,Transect,Hard Slope,"Concrete, Riprap, Blocks",Road,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.85,Yes,,POINT (-80.64197 28.207838)
8257,-80.642261,28.207814,Merritt Island,Transect,Hard Slope,"Concrete, Riprap, Blocks",Road,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.85,Yes,,POINT (-80.642261 28.207814)
8258,-80.642553,28.207749,Merritt Island,Transect,Hard Slope,"Concrete, Riprap, Blocks",Road,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.85,Yes,,POINT (-80.642553 28.207749)
8259,-80.64282,28.207713,Merritt Island,Transect,Hard Slope,"Concrete, Riprap, Blocks",Road,3,Private,Rock,,3,"Sand, Rock",0,1,Water,0,0,,,,4,0.85,Yes,,POINT (-80.64282 28.207713)
8260,-80.659475,28.203899,Merritt Island,Transect,No Structure,,Road,2,Public,Vegetation,"133, 113, 108",2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.659475 28.203899)
8261,-80.659651,28.203666,Merritt Island,Transect,No Structure,,Road,2,Public,Vegetation,"133, 113, 108",2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.659651 28.203666)
8262,-80.659823,28.203423,Merritt Island,Transect,No Structure,,Road,2,Public,Vegetation,"133, 113, 108",2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.659823 28.203423)
8263,-80.659994,28.203181,Merritt Island,Transect,No Structure,,Road,2,Public,Vegetation,"133, 113, 108",2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.659994 28.203181)
8264,-80.660127,28.202924,Merritt Island,Transect,No Structure,,Road,2,Public,Vegetation,"133, 113, 108",2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.660127 28.202924)
8265,-80.66027,28.202657,Merritt Island,Transect,No Structure,,Road,2,Public,Vegetation,"133, 113, 108",2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.66027 28.202657)
8266,-80.660346,28.2024,Merritt Island,Transect,No Structure,,Road,2,Public,Vegetation,"133, 113, 108",2,Sand,0,3,Water,0,0,,,,5,0.25,No,,POINT (-80.660346 28.2024)
8267,-80.660437,28.201849,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation","133, 113",3,"Sand, Rock",0,1,Sand,0,1,Water,,0,5,0.7,No,,POINT (-80.660437 28.201849)
8268,-80.660384,28.201569,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation","133, 113",3,"Sand, Rock",0,1,Sand,0,1,Water,,0,5,0.7,No,,POINT (-80.660384 28.201569)
8269,-80.660308,28.201297,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation","133, 113",3,"Sand, Rock",0,1,Sand,0,1,Water,,0,5,0.7,No,,POINT (-80.660308 28.201297)
8270,-80.660142,28.201117,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation","133, 113",3,"Sand, Rock",0,1,Sand,0,1,Water,,0,5,0.7,No,,POINT (-80.660142 28.201117)
8271,-80.65998,28.200912,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation","133, 113",3,"Sand, Rock",0,1,Sand,0,1,Water,,0,5,0.7,No,,POINT (-80.65998 28.200912)
8272,-80.659939,28.200439,Merritt Island,Transect,"Bulkhead, Hard Slope","Concrete, Riprap",Residential,3,Private,Vegetation,99,0,Rock,0,2,Water,0,0,,,,2,0.85,No,,POINT (-80.659939 28.200439)
8273,-80.659762,28.199844,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Sand,0,1,Water,,0,4,0.45,No,,POINT (-80.659762 28.199844)
8274,-80.659585,28.199504,Merritt Island,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.659585 28.199504)
8275,-80.659547,28.199247,Merritt Island,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.659547 28.199247)
8276,-80.659455,28.198865,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation",519,1,Rock,0,2,"Sand, Rock",0,1,Water,,0,4,0.85,Yes,,POINT (-80.659455 28.198865)
8277,-80.659335,28.198494,Merritt Island,Transect,"Bulkhead, Hard Slope",Rubble,Commercial,3,Private,Vegetation,520,0,"Rock, Vegetation",210,1,Rock,0,1,Water,,0,2,0.85,Yes,,POINT (-80.659335 28.198494)
8278,-80.658668,28.1976,Merritt Island,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Rock,0,0,Water,0,0,,,,0,0.7,Yes,,POINT (-80.658668 28.1976)
8279,-80.658608,28.197009,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation",133,1,"Sand, Vegetation",0,2,Sand,0,2,Water,,0,5,0.6,No,,POINT (-80.658608 28.197009)
8280,-80.658565,28.196742,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation",133,1,"Sand, Vegetation",0,2,Sand,0,2,Water,,0,5,0.6,No,,POINT (-80.658565 28.196742)
8281,-80.658489,28.196457,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation",133,1,"Sand, Vegetation",0,2,Sand,0,2,Water,,0,5,0.6,No,,POINT (-80.658489 28.196457)
8282,-80.65837,28.196167,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation",133,1,"Sand, Vegetation",0,2,Sand,0,2,Water,,0,5,0.6,No,,POINT (-80.65837 28.196167)
8283,-80.658204,28.195895,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation",133,1,"Sand, Vegetation",0,2,Sand,0,2,Water,,0,5,0.6,No,,POINT (-80.658204 28.195895)
8284,-80.658047,28.195677,Merritt Island,Transect,Hard Slope,Riprap,Road,3,Public,"Rock, Vegetation",133,1,"Sand, Vegetation",0,2,Sand,0,2,Water,,0,5,0.6,No,,POINT (-80.658047 28.195677)
8285,-80.657788,28.195179,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","133, 250",2,"Sand, Rock",0,1,Sand,0,1,Water,,0,4,0.5,Yes,,POINT (-80.657788 28.195179)
8286,-80.657769,28.194899,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","133, 250",2,"Sand, Rock",0,1,Sand,0,1,Water,,0,4,0.5,Yes,,POINT (-80.657769 28.194899)
8287,-80.657745,28.194651,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","133, 250",2,"Sand, Rock",0,1,Sand,0,1,Water,,0,4,0.5,Yes,,POINT (-80.657745 28.194651)
8288,-80.657674,28.19438,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","133, 250",2,"Sand, Rock",0,1,Sand,0,1,Water,,0,4,0.5,Yes,,POINT (-80.657674 28.19438)
8289,-80.657583,28.194085,Merritt Island,Transect,Hard Slope,Rubble,Residential,3,Private,"Rock, Vegetation","133, 250",2,"Sand, Rock",0,1,Sand,0,1,Water,,0,4,0.5,Yes,,POINT (-80.657583 28.194085)
8290,-80.657385,28.193627,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,"Sand, Rock",0,1,Sand,0,1,Water,,0,5,0.75,Yes,,POINT (-80.657385 28.193627)
8291,-80.65729,28.193355,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,3,"Sand, Rock",0,1,Sand,0,1,Water,,0,5,0.75,Yes,,POINT (-80.65729 28.193355)
